-55.0,-144.0
-55.0,-143.0
-55.0,-142.0
-55.0,-141.0
-55.0,-140.0
-55.0,-138.0
-55.0,-137.0
-55.0,-136.0
-55.0,-134.0
-55.0,-132.0
-55.0,-131.0
-55.0,-129.0
-55.0,-128.0
-55.0,-126.0
-55.0,-124.0
-55.0,-123.0
-55.0,-122.0
-55.0,-120.0
-55.0,-119.0
-55.0,-116.0
-55.0,-114.0
-55.0,-113.0
-55.0,-112.0
-55.0,-110.0
-55.0,-107.0
-55.0,-106.0
-55.0,-105.0
-55.0,-103.0
-55.0,-101.0
-55.0,-100.0
-55.0,-98.0
-55.0,-97.0
-55.0,-95.0
-55.0,-94.0
-55.0,-91.0
-55.0,-90.0
-55.0,-89.0
-55.0,-88.0
-55.0,-87.0
-55.0,-86.0
-55.0,-85.0
-55.0,-84.0
-55.0,-83.0
-55.0,-82.0
-55.0,-81.0
-55.0,-80.0
-55.0,-79.0
-55.0,-77.0
-55.0,-76.0
-55.0,-75.0
-55.0,-74.0
-55.0,-73.0
-55.0,-72.0
-55.0,-71.0
-55.0,-70.0
-55.0,-68.0
-55.0,-67.0
-55.0,-65.0
-55.0,-64.0
-55.0,-63.0
-55.0,-62.0
-55.0,-61.0
-55.0,-60.0
-55.0,-58.0
-55.0,-57.0
-55.0,-55.0
-55.0,-54.0
-55.0,-52.0
-55.0,-51.0
-55.0,-49.0
-55.0,-48.0
-55.0,-47.0
-55.0,-46.0
-55.0,-45.0
-55.0,-43.0
-55.0,-42.0
-55.0,-41.0
-55.0,-40.0
-55.0,-39.0
-55.0,-37.0
-55.0,-35.0
-55.0,-34.0
-55.0,-33.0
-55.0,-32.0
-55.0,-30.0
-55.0,-28.0
-55.0,-27.0
-55.0,-25.0
-55.0,-23.0
-55.0,-22.0
-55.0,-20.0
-55.0,-19.0
-55.0,-18.0
-55.0,-17.0
-55.0,-16.0
-55.0,-14.0
-55.0,-12.0
-55.0,-11.0
-55.0,-8.0
-57.0,-5.0
-58.0,-2.0
-60.0,-1.0
-60.0,1.0
-60.0,2.0
-61.0,3.0
-63.0,5.0
-63.0,6.0
-64.0,8.0
-66.0,8.0
-66.0,9.0
-66.0,11.0
-68.0,12.0
-70.0,15.0
-70.0,16.0
-71.0,18.0
-73.0,19.0
-74.0,21.0
-76.0,24.0
-77.0,26.0
-78.0,26.0
-78.0,27.0
-79.0,28.0
-80.0,29.0
-84.0,32.0
-84.0,34.0
-86.0,35.0
-86.0,36.0
-88.0,37.0
-89.0,38.0
-89.0,39.0
-90.0,40.0
-91.0,40.0
-92.0,40.0
-92.0,41.0
-93.0,42.0
-95.0,43.0
-96.0,44.0
-96.0,45.0
-98.0,46.0
-99.0,46.0
-104.0,51.0
-105.0,52.0
-106.0,53.0
-108.0,53.0
-108.0,54.0
-109.0,55.0
-110.0,56.0
-111.0,56.0
-111.0,57.0
-112.0,58.0
-114.0,59.0
-114.0,61.0
-115.0,62.0
-117.0,63.0
-117.0,64.0
-118.0,66.0
-118.0,69.0
-120.0,70.0
-120.0,74.0
-120.0,75.0
-122.0,77.0
-124.0,80.0
-124.0,81.0
-124.0,83.0
-124.0,84.0
-124.0,86.0
-125.0,89.0
-125.0,91.0
-125.0,93.0
-125.0,96.0
-125.0,98.0
-125.0,100.0
-125.0,103.0
-125.0,104.0
-125.0,105.0
-125.0,107.0
-125.0,110.0
-125.0,111.0
-125.0,113.0
-125.0,115.0
-125.0,117.0
-125.0,118.0
-124.0,120.0
-123.0,120.0
-123.0,122.0
-122.0,123.0
-121.0,125.0
-120.0,125.0
-120.0,126.0
-119.0,127.0
-118.0,128.0
-115.0,130.0
-114.0,130.0
-113.0,130.0
-110.0,131.0
-108.0,132.0
-107.0,132.0
-106.0,132.0
-105.0,132.0
-104.0,132.0
-102.0,131.0
-101.0,130.0
-101.0,129.0
-99.0,128.0
-98.0,128.0
-97.0,125.0
-96.0,124.0
-95.0,124.0
-95.0,122.0
-94.0,122.0
-92.0,121.0
-91.0,119.0
-91.0,117.0
-89.0,116.0
-89.0,114.0
-88.0,114.0
-87.0,112.0
-85.0,110.0
-85.0,109.0
-85.0,108.0
-83.0,106.0
-82.0,104.0
-81.0,104.0
-81.0,102.0
-79.0,101.0
-79.0,99.0
-77.0,97.0
-76.0,95.0
-74.0,94.0
-73.0,92.0
-71.0,90.0
-71.0,88.0
-70.0,87.0
-69.0,86.0
-69.0,85.0
-68.0,84.0
-67.0,82.0
-67.0,80.0
-66.0,80.0
-65.0,78.0
-64.0,78.0
-64.0,77.0
-62.0,75.0
-62.0,74.0
-61.0,72.0
-61.0,71.0
-59.0,71.0
-59.0,68.0
-58.0,68.0
-57.0,67.0
-57.0,66.0
-56.0,65.0
-55.0,65.0
-55.0,64.0
-54.0,62.0
-53.0,62.0
-52.0,61.0
-52.0,60.0
-51.0,59.0
-50.0,59.0
-49.0,58.0
-49.0,57.0
-49.0,56.0
-48.0,56.0
-47.0,54.0
-46.0,53.0
-45.0,52.0
-44.0,51.0
-43.0,50.0
-42.0,49.0
-41.0,49.0
-40.0,49.0
-39.0,49.0
-37.0,49.0
-37.0,50.0
-34.0,51.0
-34.0,52.0
-34.0,53.0
-33.0,54.0
-31.0,55.0
-31.0,56.0
-31.0,58.0
-28.0,62.0
-27.0,65.0
-27.0,66.0
-26.0,67.0
-25.0,70.0
-24.0,72.0
-24.0,73.0
-24.0,74.0
-23.0,76.0
-21.0,81.0
-20.0,82.0
-19.0,82.0
-19.0,84.0
-19.0,87.0
-18.0,88.0
-17.0,89.0
-14.0,95.0
-14.0,97.0
-13.0,100.0
-13.0,102.0
-10.0,104.0
-10.0,106.0
-10.0,108.0
-9.0,110.0
-8.0,111.0
-6.0,117.0
-5.0,118.0
-5.0,120.0
-3.0,122.0
-2.0,125.0
-2.0,126.0
-1.0,129.0
1.0,131.0
1.0,133.0
3.0,137.0
3.0,139.0
4.0,140.0
5.0,142.0
5.0,143.0
6.0,144.0
6.0,147.0
8.0,148.0
9.0,151.0
12.0,155.0
12.0,156.0
13.0,159.0
14.0,161.0
15.0,163.0
16.0,164.0
17.0,165.0
17.0,166.0
19.0,168.0
20.0,168.0
22.0,170.0
24.0,171.0
27.0,172.0
29.0,173.0
29.0,174.0
30.0,174.0
31.0,174.0
33.0,174.0
33.0,175.0
35.0,175.0
36.0,175.0
39.0,177.0
43.0,178.0
44.0,178.0
45.0,178.0
47.0,179.0
50.0,179.0
53.0,180.0
54.0,180.0
56.0,181.0
57.0,181.0
59.0,182.0
60.0,182.0
63.0,183.0
66.0,184.0
67.0,184.0
69.0,184.0
71.0,184.0
74.0,184.0
76.0,184.0
78.0,184.0
80.0,184.0
81.0,184.0
84.0,184.0
86.0,183.0
87.0,183.0
91.0,183.0
94.0,181.0
95.0,180.0
98.0,180.0
101.0,180.0
102.0,179.0
105.0,177.0
106.0,177.0
108.0,177.0
113.0,175.0
120.0,172.0
124.0,171.0
126.0,169.0
129.0,169.0
131.0,168.0
132.0,167.0
135.0,166.0
139.0,164.0
140.0,164.0
143.0,162.0
144.0,161.0
146.0,160.0
148.0,158.0
149.0,157.0
151.0,155.0
153.0,154.0
155.0,153.0
157.0,151.0
157.0,150.0
158.0,150.0
160.0,148.0
160.0,147.0
161.0,147.0
163.0,145.0
164.0,144.0
166.0,141.0
168.0,138.0
169.0,137.0
169.0,136.0
170.0,134.0
171.0,133.0
174.0,130.0
174.0,129.0
175.0,127.0
176.0,126.0
177.0,125.0
178.0,123.0
180.0,120.0
180.0,118.0
181.0,116.0
182.0,113.0
183.0,111.0
183.0,110.0
184.0,109.0
184.0,108.0
184.0,106.0
184.0,103.0
184.0,101.0
185.0,100.0
186.0,98.0
186.0,97.0
187.0,94.0
187.0,92.0
187.0,90.0
187.0,89.0
187.0,87.0
187.0,85.0
187.0,82.0
187.0,81.0
187.0,80.0
187.0,79.0
187.0,78.0
187.0,77.0
187.0,75.0
187.0,72.0
187.0,71.0
187.0,70.0
187.0,69.0
187.0,67.0
187.0,66.0
187.0,65.0
186.0,62.0
186.0,60.0
186.0,59.0
186.0,58.0
186.0,56.0
185.0,55.0
185.0,53.0
184.0,52.0
184.0,51.0
183.0,49.0
183.0,47.0
182.0,46.0
182.0,45.0
182.0,43.0
180.0,43.0
179.0,41.0
178.0,38.0
177.0,37.0
176.0,36.0
175.0,35.0
174.0,34.0
173.0,33.0
172.0,32.0
171.0,31.0
170.0,30.0
169.0,30.0
167.0,28.0
164.0,27.0
164.0,26.0
163.0,26.0
163.0,25.0
161.0,24.0
161.0,23.0
160.0,23.0
157.0,21.0
156.0,20.0
155.0,20.0
154.0,18.0
152.0,18.0
151.0,17.0
150.0,17.0
149.0,15.0
147.0,14.0
147.0,13.0
145.0,13.0
144.0,12.0
143.0,11.0
141.0,10.0
140.0,8.0
139.0,8.0
138.0,8.0
138.0,7.0
137.0,7.0
135.0,5.0
134.0,5.0
134.0,4.0
132.0,2.0
129.0,-1.0
128.0,-2.0
128.0,-3.0
127.0,-4.0
126.0,-5.0
125.0,-8.0
122.0,-13.0
121.0,-14.0
121.0,-15.0
121.0,-17.0
119.0,-19.0
119.0,-20.0
118.0,-22.0
116.0,-25.0
115.0,-28.0
114.0,-30.0
114.0,-31.0
114.0,-32.0
112.0,-33.0
112.0,-35.0
112.0,-36.0
112.0,-38.0
111.0,-41.0
111.0,-43.0
111.0,-45.0
110.0,-46.0
109.0,-49.0
109.0,-51.0
108.0,-53.0
108.0,-56.0
108.0,-57.0
108.0,-59.0
108.0,-61.0
108.0,-62.0
108.0,-63.0
108.0,-65.0
108.0,-69.0
108.0,-70.0
108.0,-72.0
108.0,-73.0
108.0,-75.0
108.0,-76.0
108.0,-79.0
108.0,-80.0
108.0,-81.0
108.0,-82.0
108.0,-83.0
108.0,-85.0
108.0,-88.0
108.0,-89.0
108.0,-91.0
108.0,-92.0
108.0,-94.0
108.0,-95.0
108.0,-97.0
108.0,-98.0
108.0,-100.0
108.0,-101.0
108.0,-103.0
108.0,-104.0
108.0,-105.0
108.0,-107.0
108.0,-108.0
108.0,-109.0
108.0,-110.0
108.0,-111.0
108.0,-112.0
108.0,-113.0
108.0,-114.0
108.0,-115.0
108.0,-116.0
108.0,-118.0
108.0,-119.0
108.0,-121.0
108.0,-123.0
108.0,-124.0
108.0,-125.0
108.0,-126.0
108.0,-127.0
108.0,-128.0
108.0,-129.0
108.0,-130.0
108.0,-132.0
108.0,-133.0
108.0,-135.0
108.0,-136.0
108.0,-137.0
108.0,-138.0
108.0,-140.0
108.0,-141.0
108.0,-142.0
